457,1569,92
2326,3605,351
339,1233,100
92,192,81
56,425,36
564,842,168
198,251,6
64,487,37
43,183,13
80,260,54
105,179,67
209,247,52
1570,1551,355
160,393,73
102,857,88
122,355,29
654,1715,148
604,2009,121
86,261,17
303,451,44
20,27,80
305,269,19
14,493,96
2684,5268,445
746,1480,115
1324,1963,101
134,329,18
68,117,17
188,1000,70
1892,3914,756
36,78,69
418,589,28
767,2377,80
732,1820,158
3467,4655,1118
688,831,52
203,303,278
3100,4423,605
563,1221,115
1189,2477,111
177,641,40
698,2205,97
154,570,39
2786,7380,295
1386,1608,75
245,421,66
592,1476,134
197,2913,98
223,341,54
625,1626,36
236,367,105
1546,1119,175
288,429,67
480,2242,56
514,780,153
749,3221,96
54,469,22
212,1746,156
1333,1142,72
678,1731,88
111,191,101
238,596,62
3,13,17
148,385,131
889,1835,170
2953,3905,212
76,187,37
9,25,21
5770,9947,2320
79,240,42
1053,2062,565
434,710,87
240,1398,72
688,1067,102
78,104,49
38,336,64
447,594,44
630,977,133
195,660,122
2374,7877,371
47,88,56
100,305,98
194,534,77
1049,2049,224
2969,2741,1308
796,1205,296
22,135,68
143,449,14
1085,1987,171
636,1803,132
17,182,118
30,69,33
246,440,75
1229,1541,189
46,56,12
368,773,117
3333,3666,318
302,423,48
293,431,34
104,232,101
2587,3726,720
1133,1187,171
389,688,319
50,730,133
230,619,49
107,252,13
30,13,22
217,436,102
256,1028,94
50,717,99
265,792,104
326,618,185
575,843,277
813,2091,248
87,261,29
110,1133,34
192,359,36
1740,3212,711
27,63,41
3809,4332,1063
750,2020,761
56,495,74
520,725,166
39,54,36
293,651,176
237,346,55
158,812,49
1637,1814,271
41,149,87
2143,2987,220
109,155,19
97,481,25
45,522,39
775,3046,424
171,374,49
768,515,111
99,441,55
6463,6832,980
275,686,20
1207,2465,73
377,697,154
1817,1974,485
278,228,64
1017,8069,230
45,309,51
75,222,78
870,2131,151
144,1086,64
6,8,0
716,1069,138
1167,2535,68
878,1296,95
394,1628,202
298,555,127
283,1812,48
619,971,123
241,392,26
136,826,75
213,895,123
231,508,81
283,1002,68
753,1093,167
198,1279,133
156,687,66
350,1035,318
1026,2096,165
83,598,53
265,948,145
935,1162,94
108,802,63
472,2079,171
295,805,43
906,1243,259
98,657,76
136,1152,38
124,362,45
46,271,73
31,85,7
162,592,101
1421,1782,1243
194,551,61
180,217,34
162,490,67
138,161,138
100,253,54
1127,2594,267
130,282,39
285,358,160
187,792,45
551,1223,191
22,121,16
223,547,79
556,263,12
3529,3012,299
271,333,18
603,1000,81
1026,2411,159
159,622,56
396,514,108
2856,2956,96
310,1765,131
517,611,54
204,375,124
128,694,67
304,1148,42
453,750,29
71,715,163
3567,3691,1100
125,872,27
308,852,35
118,157,18
543,860,146
208,1316,158
82,187,37
1763,3411,724
177,216,64
4050,7713,1190
3624,5572,300
141,548,29
63,518,47
313,422,35
